@RELATION tweets

@ATTRIBUTE tweet string
@ATTRIBUTE class {news,noise,relevant}


@DATA
'ministério saúde adverte melhorar evite exercício físico caso suspeito dengue uso dever suspenso',noise
'prova biologia resumido nome mosquito transmite dengue',noise
'rosto tao lindo parece medo zika viru url',noise
'vi ninguém bom ipuc hoje zika vírus :joy: :joy: :joy:',noise
'ciência tecnologia louvada hoje sempre ai url',news
'zika vírus dever chamar anny viru',noise
'retweet mano gravidez tá tipo dengue mané funny',noise
'gostar vídeo url ir culpar aede aegypti zika vírus marcela tavar',noise
'cadê paulo henrique p juntar contra zika',noise
'retweet podem comprar messi neymar neuer nunca ir ganhar nada zikado tao zika viru h numeral n',noise
'cria mosquito dengue porque imagino outro pessoa morrer causa mim',noise
'sempre fo acabo achando dengue malária febre amarela asmo',noise
'bom noite prefeitura trabalhar diminuir caso dengue pouso alegre faça parte url',news
'então oq fo volto encarar muleke porque noil zika zikaviru',noise
'retweet louco zika vírus',noise
'gazeta assaí blog vale tibagi londrino registro numeral numeral mil caso dengue url',news
'gosta disso mosquito dengue',noise
'deixe aede aegypti principal transmissor dengue zika chikungunya parceiro url',news
'vírus zika causa inflamação olho adulto revela estudo inédito url',news
'zika tão grande gol grêmio contra luan everton giuliano edilson vidadecartoleiro',noise
'retweet menos bom notícia url',news
':green_book: louco funny curti absurdoo conhecer zika viru',noise
'gol contra velho zika',noise
'gol contra sair zika',noise
'noil zika msm var vitoria fazer gol contra funny',noise
'gol grêmio contra pqp funny zika',noise
'proteja todo família terrível mosquito dengue festival repelente vir aproveitar url',news
'ir médico poder dengue',relevant
'hoje lúcio tá dar palha sobre música escrever sobre zika vírus',noise
'coroa zika verdade homem palavra',noise
'retweet caso dengue caem numeral numeral campina dizer secretaria saúde url',news
'puta dor corpo queria saber motivo dengue recuso continuar viva',relevant
'gringo medo zika viru porque ainda ñ conhecer sertanejo universitário luciano huck sim motivo p correr br',noise
'quero povo estrangeiro chegando ver olimpíada brasil pegue dengue zika viru pronto falei',noise
'talvez seje dengue febre dor corpo fundo olho etc',relevant
':children_crossing: zika viru funny bom pessoa :heart:',noise
'incidência caso dengue zika cair espírito santo numeral cidade capixaba aparecer baixa inc url',news
'retweet dar picada dar zika deus afirmar aede url',noise
'epidemia zika acabar url',news
'américo latino homem recorrer pílula abortivo medo vírus zika url',news
'eua aprovar u numeral numeral bilhão combate zika casa branco considera insuficiente leu url',news
'zico vírus url',noise
'índice brasil numeral numeral milhão notificação dengue dizer ministério url url',news
'senti mês meio parada causa zika tavo pó rabiola terça',relevant
'jornal paranaíba presidente olegário numeral ª morte dengue url',news
'fiquei soro grande tempão resultado exame sangue acusar nada ser médico dizer sintoma dengue',relevant
'voluntário rio preto tomar vacina teste contra dengue url',news
'sp levar teste numeral ª vacina nacional contra dengue numeral cidade url',news
'retweet caso dengue campina caem numeral url url',news
'golfista fiji vijay singh destir olímpiado brasil ta medo zika',news
'defesa produzido organismo pessoa infectado vírus dengue podem deixá las url',news
'sair teaser continuação vra zika afronte rodrigo roger sonhando ir prévia beijo ludrigo tombada',noise
'fudido porra zika vírus pqp',relevant
'retweet previsão numeral url zika vírus exposição prévia dengue poder potencializar zika sugere estudo url',news
'dor insuportável corpo zika chicungunha',relevant
'notícia preocupante exposição anterior dengue poder potencializar infecção zika reportagem g numeral url',news
'descoberto anticorpo neutralizar zika passo ciência cientista esperar estar url',news
'anticorpo dengue capaz neutralizar zika mostra estudo descoberta poder pista vacina contra url',news
'caracolraivoso numeral m zika vírus',noise
'retweet pesquisador médico trabalhar mm brasileiro stfacovardar url',news
'opinião notícia estudo ver relação zika aumento demanda pílula abortivo url',news
'retweet retweeted geraldo alckmin numeral ª vacina brasileiro contra dengue último etapa url',news
'retweet favor zika viru',noise
'zika vírus opa ainda zika vírus url',relevant
'tipo adido moda so zika berge detalhe azul bebe qse perfuntei qnto cara queria',noise
'conjuntivite sintoma zika nao zico viru obg deus:disappointed:',noise
'juizdefor jfclipping destaques dengue poder estar vulnerável vírus zika dizer estudo url',news
'semsa aguarda resultado laboratório confirmar caso microcefalia relação zika vírus url',news
'blog alexandrepfilho zika vírus capaz atravessar barreira ating url',news
'retweet teste vacina contra dengue humano começar interior sp url',news
'diimee maiicool cuba suma el vigésimo segundo caso importar zika url ←miiguel dfultree',news
'retweet chance grávida zika bebê malformação quot url',news
'opovo costa rico aprovo vacina contra dengue url opovo',news
'zap aeiou cientista descobrir anticorpo atacar vírus zika url',news
'retweet numeral cidade capixaba aparecer baixa incidência dengue último semana registrado apenas dois caso vírus zi',news
'retweet irmão mongoloide pegar sbp falar assim ir matar mosquito dengue começar tacar mim quase mo',noise
'retweet zika disparo demanda aborto américo latino junho numeral novo estudo publicar the new england jar url',news
'incidência dengue infecção vírus zika caem e url',news
'profeta fazer chover previu zika vírus fazer profecia catastrófico sobre brasil url',news
'saúde estudo dum anticorpo abrir vía unha vacina común contra zika dengue url',news
'bom notícia dia url',noise
'causa zika berdych sabe vir rio numeral serena confirma url',noise
'hetero zika balada topzeiro baile favela arrocha tinder tá repreender nome deus',noise
'bom arma reduzir mosquito dengue fogueira',noise
'sintoma dengue',relevant
'casaco estampado adido espalhou facil zika viru uau',noise
'butantão inicia teste vacina dengue josé rio preto estadão conteúdoproduto desenvolver url',news
'ultimo segundo butantão inicia teste vacina dengue josé rio preto estadão c url',news
'lo carta real swagg cuba suma el vigésimo segundo caso importar zika lo habano cuba url noticias hd',news
'projeto combate dengue escola profissionalizante aurora destaque nacional numeral º ano curso técni url',news
'retweet gente mosquito acabar pousar aqui dengue url',relevant
'motivo intensificar luta contra dengue criação vacina eficaz saúde biotecnologia url',news
'sobre zico aborto url',news
'bonito fechamento numeral mil leito hospitalar último numeral ano epidemia zico dengue microcefalia h numeral n numeral né',news
'retweet camila zika viru nessa foto perfil ai funny',noise
'doente nao saber zika chicungunha',relevant
'alguém tira zika doença mim',relevant
'folha vitória butantão inicia teste vacina dengue numeral numeral mil voluntário p strong sorocaba strong url',news
'zika olimpíada vale ribeira url',news
'retweet eua republicano querer u numeral numeral bi contra vírus zika democrata recuar url url',news
'achei uma larva mosquito dengue hoje funny',relevant
'oq dengue chicungunya doença mental funny brincadeira qualquer',noise
'retweet vírus zika poder causar inflamação grave olho adulto dizer cientista usp url url',news
'veja lá atitude médico hilário url',news
'zika vírus fazer crescer pedido pílula abortivo dizer estudo jornal norto url',news
'retweet bom porque depender pobralhado capricho limpar quintal url',news
'começa sp último fase teste vacina contra dengue url globonew',news
'primeiro vez ir usar plano saúde pois sintoma chikungunya',relevant
'grande chance daqui noite pegar zika vírus chico cunha porque mosquito aqui hoje',relevant
'saga betalab butantão inicia teste vacina dengue numeral numeral mil voluntário url saga betalab',news
'zika poder causar inflamação olho aponta pesquisa url url',news
'notícia vista url url',news
'sp estado dar início hoje último etapa estudo vacina anti dengue cerca numeral numeral mil vacinado url',news
'hum ciência trabalhar prol humanidade parabém url',news
'ano conta número caso dengue considerar epidemia cidade url',news
'falar descriminalização aborto aqui poder url',news
'certo tuiteiro adorar homem dever direito legal escolher nesse caso url',noise
'bom notícia acompanha início teste humano vacina anti dengue url',news
'ainda bem nao febre ir pensar dengue',noise
'nih avaliar grávida área afetado zika url',news
'fiocruz agência americano unem estudo largo escala sobre zika url',news
'preocupante confirmado certamente muito caso entrar nessa estatística façaasuaparte url',noise
'golfenaespn participar causa zika acredo medo controlo doping rigoroso fazer olimpíada',noise
'bom tarde ir cuidar contra mosquito dengue url',news
'butantão inicia teste vacina dengue numeral numeral mil voluntário agora bahia ba url url',news
'saúde primeiro vacina brasileiro contra dengue começa testado humano último passo antes produção largo escala',news
'valedoribeiro zika olimpíada url artigo olimpiado',news
'https t co veyip numeral c numeral v microsoft premonition alerta surto doença tipo zika url',news
'falar menino ir café manhã luau sair zika morte horrível',noise
'ficar numeral dia ir academia tô tão resfriado bom cuidar corpo imunidade subir dormindo igual dia dengue',noise
'crdi realiza programa gestante suspeito zika numeral numeral numeral numeral h numeral foto antônio leudo url',news
'retweet vírus zika circulação numeral país confiro vírus cruzar mundo chegar país url',news
'retweet maio registro pequeno número caso dengue desde numeral saiba url url',news
'acadêmico criar game cujo objetivo combater mosquito dengue url',news
'retweet blusa adido tá mau epidemia dengue',noise
'numeral mil notificação londrino registro numeral mil caso dengue confirmado url',news
'retweet saude descoberto anticorpo neutralizar vírus zika url url url',news
'londrino registro numeral numeral mil caso dengue ano secretaria municipal saúde divulgar nesta qui url',news
'cientista acompanhar efeito zika vírus quatro mil gestante brasil cloronazika url',news
'pesquisa realizano fmrp usp aponta vírus zika causa inflamação olho adulto pesquisador url',news
'famerp funfarme inicia teste final humano primeiro vacina contra dengue desenvolvido brasil url',news
'retweet engracado morrer ta ai firme forme azucrinano vida td mundo falano mosquito dengue',noise
'zika causa infecção ocular ligar glaucoma adulto dizer estudo url',news
'operacaobetalab pesquisa microsoft poder revolucionar combate epidemia viral zika vírus url timbeto',news
'zika vírus chikungunya volta preocupar populaçao maribondo curto mno mno alagoa preocupante url',news
'américo latino registro aumento aborto após alerta vírus zika url',news
'xororó revela risco zika fazer junior esposo adiar plano engravidar url',news
'zika vírus fazer crescer pedido pílula abortivo url foto reprodução url',news
'estudo aponta epidemia zika fazer crescer pedido pílula abortivo url',news
'todosmarchamo diagnostico el vigesimosegundo caso zika url porlarevolución',news
'microsoft premonition alerta surto doença tipo zika investigador microsoft research estão url',news
'p juntar mosquito dengue',noise
'such good new in the combat of zika viru descoberto anticorpo neutralizar vírus zika url',news
'microsoft apresentar projeto monitorar mosquito zika url microsoft url',news
'voluntário começar tomar vacina teste contra dengue rio preto evento nesta quinta feira prese url',news
'caso dengue caem numeral numeral campina dizer secretaria saúde numeral mil caso registrar url',news
'supercomputador inaugurar mês usar pesquisa sobre zika tá parado falta dinheiro energia url',news
'procura remédio abortivo crescer numeral brasil após microcefalia url abortion zika viru brazil microcephaly',news
'descoberto anticorpo neutralizar vírus zika url',news
'alckmin abrir campanha vacinação contra dengue rio preto url camarariopreto url',news
'aniversário zika vírus hoje postei foto maro facebook funny',noise
'tá chegando hora vai cair madeira abusou sorte criar mosquito dengue',noise
'retweet passeio tocha olímpico fazer vítima zika vírus',noise
'microsoft apresentar projeto contra zika url codigofonte',news
'américo latino américo central crise zika disparo demanda aborto url',news
'ontem mosquito dengue mordeu percebi começar rir desespero funny',relevant
'exame pesquisador descobrem anticorpo neutralizar zika url tecnobizz',news
'momento existe nenhum vacina proteger zika contrário dengue url',news
'atenção nome vírus zeca zika espero estrangeiro saber ser recomendar url',news
'new post lixo furtado durante mutiro limpeza contra dengue url',news
'local referência p numeral unidade psf caso paciente suspeito dengue zika vírus chikungunya url',news
'tanto zico zika redor dessa olimpíada perigo jogo ser bom tipo dar errar fato obviamente ir dar merda',noise
'retweet alerta zika disparo solicitude aborto url',news
'retweet poder sexo poder beijar poder chupar namorar agora pegando mão bom carnaval p vc url',news
'timbeto globo voluntário começar tomar vacina teste contra dengue rio preto url operacaobetalab sigodevolta',news
'granma anuncian el vigésimo segundo caso importar paciente confirmar con viru zika cuba',news
'exame zika porra',relevant
'microsoft cria projeto combate propagação zika outro doença url',news
'ciência exposição prévia dengue poder potencializar zika sugerir estudo url repórter numeral horas',news
'laboratório autorizado testar vacina zika humano url',news
'retweet estudo relacião alerta oficial lançado sobre zika vírus aumento pedido aborto url',news
'funny ir demais dizer mt nao vao vim causa dengue roubo',noise
'rio numeral atleta golfe ficar olimpíada medo zika vírus acesse url url',news
'notícia fresca g numeral dar conferido exposição prévia dengue poder potencializar zika sugerir estudo url',news
'retweet bom discutir aborto url',news
'centro recurso sobre vírus zika url',news
'famerp inicia teste vacina contra dengue josé rio preto vacina aplicar voluntário url',news
'doideira gente vc ja reparar ng falar d zika viru microcefalia',noise
'retweet onu cartoon network junto combate zika aede menino superpoderoso ben numeral algum url',news
'retweet fortaleza ce receber jogo zika zero mobilizar população combate aede aegypti url',news
'importa doença transmitido mosquito dengue sim quero morrer',noise
'tristenotícia temendo efeito vírus zika feto gestante américo latino procurar cada vez url',news
'homem zika funny',noise
'opa avança novo estratégia controlo arboviros incluir zika vírus leu url url',news
'mcilroy olimpíada wozniacki bom vier url',news
'mau zika nome genérico qualquer morte saber causa agora tudo virar zika',noise
'pesquisador descobrem anticorpo capaz neutralizar zika estudo apontar avanço combate doença saiba url',news
'alerta zika disparo solicitude aborto url',news
'faculdade medicina josé rio preto inicia teste clínico vacina dengue veja url',noise
'governador lança teste vacina contra dengue rio preto governador geraldo alckmin hoje rio url',news
'estudia numeral mil embarazado en al prevenir zika url url',news
'homem sabe tá criando dengue aqui',noise
'cr combate dengue ta chaamando aq ir atende bglh chato funny',noise
'olho tão doendo caralho então tô fazer favor falar todo mundo tô suspeito dengue',relevant
'zika fazer crescer pedido pílula abortivo dizer estudo preocupação complicação gravidez relac url',news
'sabe bom forma combater dengue zika chikungunya url',news
'usp zika causa infecção ligar glaucoma url',news
'enfim jogador ficar causa zika vírus url',news
'trampa prevenir el zika url',news
'vacina contra dengue sanofi pasteur aprovar costa rico notícia renan url',news
'falar perigo zika unico coisa jornal falar dessa olimpiado animal famoso servir nada',news
'saber preguiça zika viru',relevant
'grande problema olimpíada ir zika url',news
'epidemia quarto ano seguido taubaté terceiro morte dengue numeral url',news
'zika ir atleta competindo modalidade nessa olimpíada bomdiafox',noise
'atleta morrendo medo ver cá causa zika falta segurança gente oportunidade tentar',news
'taí mau zika vírus nego funny',noise
'temendo vírus zika atleta golfe rory mcilroy desiste participar jogo rio url url',news
'tudo planejar olha bem arquitetado plano comentário url',noise
'perceber todo medicamento contra indicado caso suspeito dengue pegar dengue morrer ng mandar dx água parada',noise
'pesquisa usp concluir vírus zika provoca infecção ligar glaucoma url',news
'começar rio preto último etapa teste vacinação contra dengue fazer instituto butantan veja url',news
'quero zika apenas tomaro suspeito',relevant
'secretaria preparar ação evitar epidemia dengue verão url',news
'riopreto famerp inicia teste vacina contra dengue josé rio url new notícia',news
'microsoft usa machine learning previnir surto doença zika projeto usa armadilha mosquito url',news
'retweet resolver problema zika viru url',news
'ciência saúde vacina contra zika receber aval teste humano jornal floripa url',news
'monte atleta olimpíada fiasco url',news
'cara querer ver pro rio numeral causa zika rio durante olimpíada acho zika pequeno preocupação',news
'câmara eua aprovo u numeral numeral bilhão pesquisar combater zika obama pedido u numeral numeral bilhão url',news
'dengue sistema integrar combate aede apresentar gestor municipal abordar url',news
'vírus zika provoca infecção ocular adulto ligar url noticiasdaregiãoderibeirãopreto url',news
'sinuca bico julgo homem sociedade precisa discutir aborto url',news
'junior lima monico benini adiar gravidez causa zika vírus dizer xororó junior url fofoca celebridade',news
'homem dengue sabe ver encher saco falar sério fo questão fique lo',noise
'hello pulha ir parar brincar saúde homem url',noise
'galera todo fecha sair causa zika aí onda dar desculpa fudeu comprar esperar aqui funny',noise
'zika trazer om lisboa preparar resposta europeu possível epidemia url',news
'mosquito fdp chikungunya desgramadar numeral mês nessa dor inferno :unamused:',relevant
'cabo verde registro numeral caso microcefalia associado vírus zika numeral h numeral ′ cabo verde registrar numeral caso url',news
'perdoem vestido ta lembrar mosquito dengue',noise
'suspeitar estar zika dever ir hospital fazer médico observe sintoma confirme url',news
':grey_question: conhece ciclo vida aede aegypti famoso mosquito dengue fêmea mosquito coloca url',news
'ah zika vírus obrigado amo jeleninhaa',noise
'i liked video url gravidez numeral mês zika vírus vacina pré natal vânia luz',noise
'astro golfe rory mcilroy desiste olimpíada rio temor zika olimpíada dia url',news
'hater podem ir parando cheio mancha corpo ir pegar zika novo',noise
'verdinha numeral cear registro numeral morte numeral caso microcefalia zika vírus causa url',news
'retweet retweeted jornal globo busca pilula abortivo dobrar brasil após surto zika url',news
'retweet vacina contra zika receber aval teste humano jornal floripa jornal floripavacino contra zika rece url',news
'crotalário combate dengue leu url revistadominios numeral url',news
'repelente dengue aceite almendra numeral got esenc albahaca geranio frotar',news
'retweet porta olimpíada rio território perigoso dominado criminoso infestado zika vírus falido” soci',news
'retweet pesquisa associa zika inflamação grave conjuntivite olho adulto url url',news
'causa zika humm url',news
'retweet tempo zika brasileiro pedir ajuda interromper gestação url',news
'brasil registro numeral morte dengue numeral dizer ministério url',news
'retweet operacaobetalab zika poder causar problema ocular adulto dizer pesquisa estudo publicar url',news
'retweet fiocruz acelera registro estudo clínico sobre zika url combateaede',news
'retweet aracaju empenhado combateaede dar inspecionado casa todoscontradengue zikazero url',news
'retweet sabia nº notificação zika rj vir diminuindo desde abril tendência continuar queda combateaede url',news
'brasil ganhar medalha ganha porque muito gringo viro medo zika vírus',noise
'retweet :white_check_mark: brasil apresentar medida combate zika eua url zikazero combateaede',news
'retweet conheça principal sintoma dengue zika chikungunya diferença combateaede url',news
'favela zika balança nao cair ahh verdade outro piranhagem carai :facepunch:🏽',noise
'retweet zika decai rio janeiro tendência continuar queda durante rio numeral :+ numeral : zikazero combateaede url',news
'retweet confusão burocrático atrasa teste rápido zika rede público url url',news
'tenista indeciso sobre jogar causa zika url url',news
'tô braba porque acordado homem dengue',noise
'retweet legal teresino receber intervenção urbano zika zero população aprende brincando sobre combate aede url',news
'ainda aede quase numeral mil morador grande brasília suspeito dengue desde janeiro lendo url',news
'retweet combate aede aegypti poder parar caso suspeito dengue caem numeral numeral piauí url',news
'retweet vírus zika transmitido meio picada mosquito aede aegypti prolifera onde acumular água url',news
'estudante uno desenvolver game sobre combate dengue galera jogo digital mandando bem url',news
'vacina dengue chegar julho dever custar r numeral url',news
'podcast hc confirma oito caso microcefalia relacionado vírus zika url cbnribeirao url',news
'retweet observo relacionamento duram menos comercial falar medicamento contra indicado caso su',noise
'retweet vacina experimental vírus zika prever começar testado ser humano url',news
'saúde alerta risco transmissão sexual zika vírus url url',news
'falar zika parece dp impeachment sumir pararam falar sobre ser vírus ainda ta ai',noise
'acredo julianne moore quer tretar cara falar sobre combater zika eua quer novo lei relação arma',noise
'falta verba força redução operação supercomputador usar pesquisa zika url url',news
'retweet eua autorizar numeral º teste vacina contra zika humano url zika url',news
'dengue pego outro doença',noise
'saldo olimpíada agora rio falido biel barbie humano carregando tocha onça morto zika escolha rio janeiro',noise
'bom p cabelo bom articulação bom saúde tosse contra indicado caso suspeito d dengue',noise
'eua republicano querer u numeral numeral bi contra vírus zika democrata recuar washington numeral url sdv timbeto',news
'retweet fiocruz avaliar cerca numeral mil grávida área afetado zika url url',news
'retweet zika fiocruz national institute of health nih iniciar estudo avaliar risco infecção vírus url',news
'retweet grupo usp descobre vírus zika causa inflamação olho adulto zika rio numeral url',news
'retweet eua lançar estudo inédito contra zika numeral mil grávida url url',news
'zika plano nacional prevenção controlo doença transmitido vetor url',news
'ética paz alerta zika vírus disparo pedido abort url',news
'pappe integração ir destinar investimento r numeral numeral milhão solução contra zika url',news
'numeral caso confirmado microcefalia numeral resultado positivo zika url',news
'doença maldito dengue :grimacing: :grimacing:',relevant
'bom dia animado combate dengue',noise
'golfista brasileiro questião desistência olimpíada temor zika quarto colocar ranking mundial url',news
'retweet combate trégua mosquito brasil poder refém epidemia url',news
'pmcg inauguro centro combater foco dengue url',news
'senador eua tim keine corrupção desafios econômicos impeachment olimpíadas zika alguém escrevesse diriam inverossímil demais',news
'porque ong entrar baile funk evitar enxurradar menino grávida ávido matar filho zika',noise
'vírus zika provoca infecção ocular adulto ligar glaucoma dizer usp pesquisador usp ribeirão url',news
'vi rápido achei gravata bico supervilo tema mosquito dengue',noise
'caso suspeito dengue reduzem numeral numeral piauí segundo sesapi evitar proliferação mosquito url',news
'mosquito eliminar sempre pai mundo zika doença grave demais',noise
'aí pessoa suspeito zika palmas:clap: :clap: :clap: :clap:',relevant
'estudo revela zika vírus provoca inflamação ocular adulto ligar glaucoma url url',news
'pesquisa usp associa vírus zika inflamação olho adulto todo olho abrir',news
'aede aegypti hábito doméstico numeral foco residências dentro casa xôzika url',news
'acordei numeral hr atoa cheguei caxia homem falar remarcado segundo porque homem tavo zika',noise
'grande legado copa zika chicungunha',noise
'agente contra mosqutio dengue chikungunya zika centro bom morte neb v martim elimine diariamente berço',news
'brasil une eua pesquisa sobre efeito zika grávida feto url url',news
'medicina doloroso duradoura chikungunya ir surpresa grande zika dizer pesquisador url',news
'paraíba apenas numeral dia caso chikungunya aumentar numeral numeral numeral numeral caso doença provoca forte dor corpo',news
'combate dengue tema palestra educação especializar url',news
'pesquisa sobre vírus zika fazer supercomputador poder parar url',news
'tavo vendo aqui numeral º sintoma zika vírus url',news
'seeupudesse faria pegar dengue big hemorrágico nasce borboleta nunca ir mosquito',noise
'primeiro registro morte dengue presidente olegário url',news
'reunião técnico om lisboa sobre vírus zika url',news
'morria medo mosquito desse picar agora míope ainda url',noise
'retweet astro irlandês golfe desiste rio numeral conta zika vírus url',news
'retweet bloco ta falar zika vírus funny',noise
'baixa rio causa zika url',news
'cel ja pararam pensar zika poder viru ir transformar gente zombie url',noise
'retweet fogo ainda bem olha precisaste levar algum vacina causa zika',noise
'retweet madeira exemplo prevenção zika url url',news
'problema ver olimpíada risco zika baixo url',news
'retweet bom amigo :heart: :beers: aqui zika numeral numeral numeral nino amor :heart: zika funny numeral numeral numeral carol lang amando zika vírus',noise
'vário atleta desistindo causa zika segundo organização governo tá tudo bem url',news
'sic notícia madeira exemplo prevenção zika expresso agora numeral pessoa infetado vírus zika url',news
'retweet vamo namorar receber fiscal dengue casa limpar quintal combater zico chinucunha dengue junto',noise
'brasil numeral numeral milhão notificação dengue dizer ministério região sudeste afetar url',news
'mutiro contra dengue limpa elimino foco mosquito todo itaúno url',news
'sudeste supera nordeste número nascimento criança microcefalia lembrar zika usar politicamente',news
'pronto explicado real intenção propagar doença zika aumentar uso pílula aborto url',news
'retweet homem fiquei ausente dia peguei chikungunya psr',relevant
'crise ameaça pesquisa sobre zika rio dia url',news
'retweet antigo número numeral golf desiste olimpíada medo zika url',news
'caso dengue voltar crescer ponta grossa confirmado secretaria saúde local novo caso url',news
'zika viru apresentar novo sintoma alergia followback',noise
'doença fazer darem followback pessoa transmitido zika porque olha',noise
'utilidade exército brasil luta contra dengue posar foto',noise
'algum atleta gringo desistindo ver olimpíada causa zika agora ta ganhar mosquito sim',news
'olho topeiro aza pernilongo agora zika viru ir chupar ombro',noise
'eua confirmar quantia u numeral numeral bilhão combate vírus zika país legislador republicano d url',news
'retweet eua confirmar u numeral numeral bilhão combate vírus zika país casa branco porém considera valor insu url',news
'beatriz franco beatriz franco marcello ainda tá aqui perturbando senhor parece msoca chato md ir dormir zika virú',noise
'precisando disso então daqui pouco vida vira criadoro mosquito dengue tão parada ta mina life',noise
'tipo usa droga bebe legal ir andar porque zika',noise
'aqui grano parecido ir olimpíada url',noise
'retweet nunca ouvi falar aede aegypti flex onde vir novo modalidade zika url',noise
'eua confirmar quantia u numeral numeral bilhão combate vírus zika país html head head body vbe body html',news
'então acho ir dizer melhorar zika viru amo',noise
'suspeito dengue zika chikungunya ódio numeral dia observação',relevant
'amo inverno porque ir matar zika vírus alvorada geada neve tudo bem vindo url',noise
'g numeral df df numeral novo caso dengue morte vírus semana numeral numeral pesso url foradilma',news
'vivendo aprendendo dica época dengue zika vírus chikungunya url',news
'cara acha porque noiz homem noiz poder dar chapéuzo noiz sabe zika tbm ir toma cu tiw',noise
'retweet amo neé cara mosquito zika',noise
'bactéria poder reduzir capacidade aede transmitir zika url',news
'mosquito dengue s numeral url',noise
'retweet grupo turma porra parada igual água mosquito dengue',noise
'hoje balai cantando ai motor ta assim ce ta igual zika nada combate cala boca var funny ri dm',noise
':dizzy: queridão conheci negócio hooligang mosquito dengue adorar',noise
'cara agora tô acreditando esperar numeral hora fazer exame ver tô realmente dengue',relevant
'doença chamar chikungunya dever estudado cidade numeral pessoa doença',relevant
'um atleta nao querer ver pro brasil participar olimpiado medo pegar zika viru bom',news
'funny zika transmite assim ficar tranquila gente ir matar vontade outro',noise
'sair dengue doença passar',noise
'homem fazer sexo casual pegador fodao zika homem fazer sexo casual puta desvalorizar puta',noise
'corinthiam tite crise bixao zika :joy: :- numeral :',noise
'retweet professor unesp artigo publicar estadão sobre zika olimpíada url url',news
'epidemia passar aqui filho puta cala boca url',news
'funny zika vírus',noise
'retweet nork luta contra zika vírus url',news
'retweet bruno mosquito dengue url',noise
'gringo medo ver brasil especificamente olimpíada causa zika vírus',noise
'retweet operaçãoretweet df numeral novo caso dengue morte vírus semana url betalab',news
'retweet :pig: pessoa zika viru todo santo dia',noise
'coisa estranho numeral info parece mosquito dengue perna saracura',noise
'brasil estado unido dar início estudo internacional avaliar risco vírus zika poder gerar url',news
'nada contra rap novo rap antigo sao zika ver mano url',noise
'df numeral novo caso dengue morte vírus url url',news
'jerbialdo voluntário deste projeto científico busca fármaco eficiente contra zika vírus url',news
'retweet vontade pegar zika viru morrer',noise
'timelaje limpa parada jeito mosquito dengue gosta',noise
'sigo df numeral novo caso dengue morte vírus semana url tv online tvonline',news
'descansar matéria falar sobre país caso zika bem assim caso lá',noise
'funny porque vitor palpite fo ponto bom zika ver perder homem',noise
'zika viru fazer vitimo torcida corinthiam',noise
'retweet vir causa bandidagem zika desculpa educado acordem',noise
'existe notificação obrigatória brasil caso zika chicungunya estaro sub notificado url',news
'vi mosquito lá url',noise
'retweet miga dizer esqueço impossível né amor cara mosquito dengue corpo pombo',noise
'gringo tb hein contar tanto coisa mau aqui ficar nessa mosquito mau url',noise
'aqui alem zika violência controlo risco morte',noise
'alguém deixa disputar olimpíada motivo desse completo imbecil merece dom url',news
'foto poder ver golfista mosquito url',noise
'bigo niall ir ver olimpiado medo zika',noise
'repelente caro url',noise
'retweet s divulga novo caso óbito dengue centro oeste mg url',news
'ir dormi lombriga zika vírus',noise
'favela zika balança cair em smp zé nega :boom:',noise
'ir zika viru tbm jogo',noise
'vi mosquito dengue aterrorizado',relevant
'zika vírus balada funny',noise
'retweet deus lembravo zika viru kakakka amoo',noise
'retweet :yellow_heart: certeza ano tão bom sala amo demais zika vírus',noise
'fazer repelente caseiro contra mosquito dengue zika gastando pouco url',news
'pai foda zika quer pegar homem :joy: :joy: :joy: :joy: :joy: :joy: :joy: :joy: :joy:',noise
'ta fazer dieta crosfit atoa bom contratar mosquito dengue emagrece rápido',noise
'retweet atleta desiste jogo olímpico causa zika brasil ir acabar ganhar todo medalha acho',noise
'retweet destaque surto alegando zika viru desiste url url',news
'retweet fama internacional olimpíada atleta assaltar resgate bandido hospital onça abatido tiro zika depila',noise
'ué buguei :dizzy_face: caso dengue dever registrar tendência outro coisa aliás registrar tendência tipo :open_mouth:',noise
'zika fazer encomenda pílula abortivo dobrem brasil dizer estudo medo vírus zika fazer qu url',news
'retweet curiou cat ta quase dar mosquito dengue tanto ta parado',noise
'numeral viru zika incentuvar aborto justificável população feminino url',news
'numeral cada vez olhando tipo notícia convenso arranjamento desse url',noise
'microcefalia url',noise
'caso zika olinda url',noise
'crise ameaça pesquisa sobre zika dia supercomputador santo dumont corre risco desligar url',news
'zika om preparo combate vírus madeira risco alto epidemia url',news
'esporte crise ameaça pesquisa sobre zika url',news
'gente falar mosquito dengue inve aede aegypti',noise
'sobrancelha ta caindo causa dessa chikungunya veja ponto cheguei',relevant
'milhão vez rápido notebook normal usar estudar vírus zika algum problema belo pré sal agora',noise
'retweet operacaobetalab impacto zika criança exigir novo abordagem médico dizer especialista r url',news
'plantao mosquito dengue citar lava jato',noise
'suspeito zika dengue chico cunha bem final período cair cu bunda sinceramente',noise
'cheio mosquito aqui sera premiado chico cunha zika',relevant
'ciência saúde farmacêutico autorização testar vacina zika humano jornal floripa url',news
'olha daor golfista vir olimpíada medo zika passar férias país zika url',news
'procura pílula abortivo crescer numeral brasil medo zika g numeral url ir brigar laboratório',news
'retweet numeral º golfista desistir jogo rio numeral causa zika deixaria participar',news
