@RELATION tweets

@ATTRIBUTE tweet string
@ATTRIBUTE class {news,noise,relevant}


@DATA
'tema reunião mosquito dengue demorar vamo come mosquito senhor ministério saúde sente fome',noise
'teste vacina contra zika previsto começar algum mês url',news
'bem vida louco porque tô tomando remédio causa chikungunya posso bbr',relevant
'retweet custa nada relembrar sentir primeiro sintoma dengue tome bastante líquido procure médico url',news
'dengue xar xuxa desabafa sobre morte praga saber morrer dois ano mídia falar url',noise
'numeral bebês afetado zika microcefalia',news
'pergunte prefeito fm fiscaliza pouco foco dengue bairro surto ligamo fm nada',relevant
'comitê executivo opa receber informação sobre surto zika avança novo estratégi url url',news
'dengue zika chikungunya ação preventivo necessário combater doença url',news
'ir falar zika algo animal tipo caso jum sla teste animal msm',noise
'retweet mano escola todo ano ensino sobre dengue febre amarela talz importante acho dever ensino sobre ansi',noise
'vacina contra zika testado camundongo url imirante url',news
'retweet vida sonhavo ilíada homero acordado rapaz controlo dengue',noise
'orra viver ver prova novo numeral aqui desvie bala zika viru morte horrível',noise
'dengue começa teste vacina numeral numeral mil pessoa manau url',news
'mamãe armazeno água dentro tambor tampado causa dengue doença severu conseguir destampar cair dentro',noise
'retweet aede aegypti dizer mick jagger fazer concorrência desleal transmissão zika url',noise
'retweet secretaria saúde trouxe exposição maquete mostra fazer combater mosquito dengue url',news
'retweet ai deus inglaterra sair união europeu amigo ta linha vermelho metrô preocupa dengue',noise
'lembrar michel pegar dengue antes jogo contra cruzeiro liberto',noise
'pesquisa liderar professor ufpel trazer novo dado sobre zika recém nascidos url',news
'controlo dengue veio jogar veneno aqui mandar tirar tudo bicho casa misericórdia logo cedo',relevant
'mano homem dengue parece berto dois homem meio funny',noise
'alemão combatendo dengue hellcife porque chegar loiro tesudo olho claro aqui',noise
'filho zika repórter record investigação mostra dimensão epidemia vírus url',news
'dois vacina contra zika testado sucesso rato eua ir torcer cientista conseguir avançar rápido possível',news
'dado sobre h numeral n numeral dengue divulgar poder público municipal relação h numeral n numeral segundo caso url',news
'retweet carta abrir população perigo abordagem larvicido nebulização químico pulverizacao fumacê url',news
'zika viru conspiracy',noise
'feliz aniversário zika vírus tudo bom amo zikavirusfaz numeral url',noise
'precisa hospital lado house porq possível menino zika',noise
'retweet zika ta braba quebrar mt falta sorte goleiro gostar mitar contra fla',noise
'zika vírus afasta atleta jogo olímpico url',news
'professor americano dizer relação sexual aumentar transmissão vírus zika url',news
'bom economizamo falar mandioca vírus zika macho fêmea deixa comuna pagarem url',noise
'raiva abaxei jogo zika terror consigo passar escada causa monstro',noise
'dive alerta ação prevenção contra aede aegypt após registrar caso chikungunya url',news
'zika síntoma tratamiento contagio url vía',news
'inventar zika viru porra mau crack',relevant
'zika mosquito congr',noise
'aede aegypti grande brasília numeral novo caso dengue semana dizer relatório lendo url',news
'epidemia zika h numeral n numeral fim mundo próximo ver',noise
'corpo tá doendo tô c medo chikungunya voltar',relevant
'governo lança chamar público prever r numeral milhão financiar estudo contra zika inscrição numeral numeral url',news
'agora bem quenta dormindo bom homem dengue bate campanhia',noise
'retweet surto zika afeto direto decisão reprodutivo homem desejar engravidar precisar url',news
'retweet michel temer autorizar aplicação aéreo inseticido contra aede apesar eficácia cancerígeno htt',news
'pesquisador brasileiro explico teste vacina contra vírus zika estudo publicar site rev url',news
'maneira divertir participação zeca baleiro vídeo alerta criança sobre combate aedesaegypti url',news
'estudante harvard recife estudar vírus zika brasil parte pesquisa aurélio muzauriet acompanhar olimpíada',news
'retweet ministério saúde estuda incluir outro sintoma critério triagem numeral bebês problema zika cabeça tamanho',news
'timbeto globo estudo sobre zika poder levar brasil mudar protocolo microcefalia url operacaobetalab sigodevolta',news
'demi vir conta zika viru',noise
'notícia fresca g numeral dar conferido estudo sobre zika poder levar brasil mudar protocolo microcefal url',news
'retweet instituto butantão começa testar vacina contra dengue todo país url url',news
'retweet butantão inicia teste vacina dengue numeral numeral mil voluntário url',news
'voce vao defender turista zika viru ninguem ir',noise
'cheguei prova agora gabaritei dnv prova químico porque fazer merda causa dessa zika tô cheio dor',relevant
'pokemonsunmoon inspirar mosquito dengue fazer pokemon url',noise
'retweet matéria bacano revista fapesp sobre vacina contra zika twitciencia url url',news
'saúde notifico numeral numeral morador brasília suspeito dengue url url',news
'retweet banco dado colaborativo reúne informação gene associado zika url combateaede',news
'compartilhando artigo síndrome congênita zika vírus brasil série caso completo sobre url',news
'blitz andré rocha taquara parando mosquito dengue',noise
'começar amanhã fmt manau teste definitivo vacina contra dengue url url',news
'preocupação grande gravidez url',news
'bem viver pesquisador dever levar menos cinco ano concluir vacina contra zika url',news
'putz zika lesão ganso',noise
'zika numeral mês atrás dor corpo mau agora poxa ️',relevant
'falo zika virar muleta absurdo pro cara virem olimpíada url',noise
'rio numeral ignor zika fecha patrocínio repelente off fazer campanha conscientizar consumidor sobr url',news
'vacina contra zika testado sucesso numeral camundongo resultado mostrar vacina humano viável',news
'primeiro aí famoso pokémon zika vírus',noise
'fazer puta todo mundo sabe pego dengue aede quer',noise
'embora transmitido mosquito aede aegypti dengue chikungunya zika doença diferente url',news
'calamidade público atraso zika prejudicar imagem rio janeiro antes olimpíada url url',news
'dengue brasil começa testar vacina humano noticiasmédico url url',news
'retweet mosquito dengue beija flor bonito url',noise
'mosquito dengue mal porque tipo fada funny pokemonsunmoon url',noise
'teste genético detecção vírus zika espermatozóide url',news
'sindicato aviação agrícola afirmar fumacê aéreo bom medida emergencial combate mosquito dengue conectar aovivo',news
'retweet jason day golfista desistir olimpíada medo zika url',noise
'cara pau eleição falar direto mim eleito ir terminar ponte mato lá mosquito dengue lá',noise
'rio numeral vírus zika afasta numeral jogador torneio golfe url',news
'zika viru confirmed',noise
'noite péssimo dor corpo cabeça mal estar geral tomaro ñ dengue outro membro família',relevant
'dengue outro doença mosquito url',news
'ai orgulhon irmão zika vírus nao mata',noise
'aqui brasil vacina contra zika testado sucesso camundongo r brasil url',news
'epidemia possível pegar zika dois vez uol número máximo consulta api hora numeral exceder ip numeral numeral numeral numeral doença',news
'retweet sucesso teste rato renovar esperança obter vacina contra zika url url',news
'dengue dar trégua panambi população dever ficar alerta caso suspeito dengue panambi url',news
'nol eh zika eh vírus avidaehloka deusehmaisnaomaisomeno',noise
'sinto tô sentindo chikungunya dedo',relevant
'zika viru quiz url',noise
'vivo dilema d desligar ventilador causa frio deixar ligar p ñ correr risco d pegar chikungunya causa mosquito',relevant
'pai dengue logo seguida dengue hemorragico qndo criança ainda lembro sofrer ficar deitar vario dia',relevant
'md hospital poder tá zika viru',relevant
'dengue filho puta porque mosquito picar gente paz',relevant
'acordo c médica hje eh numeral •dia dengue porém medicando numeral embora dizer repouso total cumpri bem',relevant
'luka zika capoerista jogador bola pegador homem bonitin charmoso gato pego varia mina tipo pego numeral vez slc',noise
'tavo cheio mosquito zika sala',relevant
'retweet redezika vacina contra vírus zika testado sucesso camundongo url',news
'agora médio funkeiros zika vírus mono pop imaginei',noise
'agr ce falar dar mo vontade numeral mosquito dengue',noise
'numeral bebês dano causado zika perímetro cefálico normal pesquisa fazer cientista brasileiro',news
'lei nº numeral numeral numeral numeral numeral dispor sobre adoção medida vigilância saúde dengue chikungunya zika url',news
'numeral parece zika vírus',noise
'poder sintoma dengue evite medicar procure posto saúde próximo residencia',relevant
'identificar vírus circulação reuni sintoma zika chikungunya dengue nome ex proteja',news
'retweet vendo post facebook boy escola menino fico tipo cara escola funkeiro zika vírus',noise
'mosquito dengue',relevant
'retweet noil zika viru',noise
'retweet tanto mosquito aqui quarto devo pego zika enquanto digo tuite',relevant
'ministério saúde adverte lavar vasilha poder coisa perigoso saúde pele usar caso suspeito dengue',noise
'cuidado inclusive usando máscara pegar zika vírus virtual criar',noise
'poder público dever preocupar combater morte trânsito dengue sóacho',noise
'retweet zika viru ir ai chupa',noise
'pernilongo dengue picando perna bolado',relevant
'capital caso dengue febre chikungunya zika vir crescendo junto somar numeral confirmação pessoa url',news
'retweet informação vírus zika provoca infecção ocular adulto ligar glaucoma dizer usp url url',news
'retweet zika fiocruz mina cria banco dado colaborativo objetivo reunir informação relacionar url',news
'retweet grande golfista mundo desiste olimpíada medo zika vírus url url',news
'retweet laboratório vacina detém zika animal saiba url',news
'retweet breaking new vacina contra zika camundongo passo artigo sair semana nature url',news
'retweet vacina testado camundongo contra vírus zika url',news
'retweet porto rico le viru zika propage url moustique url',news
'retweet repórter record investigação desta quinta investigar tudo sobre zika vírus grande url',news
'retweet sair zika contra agr fdp',noise
'único coisa rio c preparar p olimpíada mosquito dengue antes trasmitia doença url',noise
'fabio anda mt bem fico zuando falar ta zika viru mô preocupar aff',relevant
'único coisa preparar bem pra olimpíada rio mosquito dengue invés transmite numeral doença',noise
'retweet stf agora sede escritório advocacia cleptocracia = bandido escolher tribunal infectado zika vírus comunista htt',noise
'ir ficar dengue muito dor corpo frebe dor cabeça',relevant
'retweet ministério saúde abraplex transmitem animação zika zero cinema todo brasil url combate',news
'rildo ir jogar vir lesão dessa vez camacho tira oportunidade muito zika pessoa funny',noise
'zika viru seguir devo preocupar funny',relevant
'mosquito dengue derruba mbasto',noise
'dengue beijo funny',noise
'quer ver afrontar corpo mosquito dengue',noise
'jaja volta calor preciso algo contra zika',relevant
'mosquito quarto né possível logo chikungunya possível sim',relevant
'solitário sala maria zika vírus',noise
'retweet jacarengue jacare misturar mosquito dengue',noise
'eae zika pego controle pode ligar televisão vc poder ficar vontade aqui cama patrão',noise
'porto rico le viru zika propage url',news
'retweet caso suspeito dengue procure médico farmacêutico leu bula',news
'retweet saudade baile favela funny ce foda gosto p porra mano mina zika verdade',noise
'preciso passar repelente mt vez dia dura numeral hrs médico dizer preciso nunca irei pegar zika vírus',news
'poder esperar nada alguém foto mosquito dengue cover',noise
'vida amoroso tá parada água mosquito dengue moral dar conselho sobre crush funny',noise
'“repórter record investigação” falar sobre dano zika vírus nesta quinta feira numeral url url',news
'antes problema caxumba agora lesão amor deus acaba logo zika',noise
'eh mata coreia ¿ ¿ aq noil so encontra mosquito dengue',noise
'rezem zika lesão acabar',noise
'otimismo si igual kelvin ganso ficar campo ganso zika maestro genio nao medico porra quartatemganso',noise
'tira zika vírus vida gui',noise
'zika vírus abençoe pequeno mosquito',noise
'caralho todo hr aparecer algum coisa conspirar contra gnt libertador deus sair lo zika',noise
'jeito jogar zika lo mano cada dia machuca',noise
'caralho tanto mosquito quarto ir botar placa open bar zika chico cunha',relevant
'zika cientista alertar más formações bebês microcefalia dois estudo fazer recém nascidos url',news
'chocado notícia alguém pare louco temer url',news
'zika vírus ir pikar coelho cuidado',noise
'indicado caso suspeito dengue consulte médico',noise
'retweet enquanto europeu reclamar estar brasil picado mosquito dengue estouro bomba europa',news
'porque povo trabalha vacina dengue',relevant
'atleta querer ver pegar zika vírus jckdnckddn url',news
'saúde instituto butantan eua fechar parceria desenvolver vacina contra zika url url',news
'zika cássio tá cada escanteio medo amais funny',noise
'serve pato identificaçao combate dengue ibge sincronizados cartao trazendo segurança previsibilidade morador poder',relevant
'queria mosquito dengue pica todo amor dentro coração',noise
'zika viru saio infectando todo vc eh amor',noise
'hero tirando vírus spfc lucão sasser :white_check_mark: zika kardec sobig :white_check_mark: centurion status pesquisa objeto oculto execução',noise
'descubra zika vírus maneira rapid numeral numeral f numeral c numeral l',noise
'alan kardec tavo zika vírus tavo bem agora melhorar graça deus ir ficar observação',noise
'grito carioca zombaram tanto sp ganho olimpíada agora evento boicotado causa zika',noise
'adicionei vídeo playlist url veneno caseiro formiga pernilongo dengue mosca',news
'mosquito zika',noise
'vacina contra vírus zika testado sucesso camundongo karino toledo agência fapesp vacina url',news
'retweet lei permite uso avião combater mosquito dengue url',news
'tudo indico existir cepa vírus zika agressivo url',news
'repórter record investigação quinta feira numeral numeral numeral falar sobre zika vírus url',news
'łəømāŕ łüîş numeral mês atrás pato molekeiro zika viru funny responder',noise
'retweet artigo nature anuncia vacina contra zika possível usp participa estudo url url',news
'saber porque ainda fazer drama sobre alguém morrer zika vírus',noise
'vírus zika',relevant
'desde numeral março contra sereia sair zika',noise
'vc eh zika nao eh viru',noise
'pro hospital crente tavo dengue médico dizer crise sinusite',relevant
'bater febre miga acho dengue funny',noise
'pena adiantar nada saber mosquito dengue dae ver net funny',noise
'dengue horrível mau tudo todo corpo dói pessoa consegue sair cama',relevant
'esperar quinta tb ir zika uhull',noise
'autorizo partir dia numeral numeral twitter ir usar foto espantar zika vírus compartilhe autoriza',noise
'pudesse jogar zika jogaria pro maicon fazer gol contra pênalti eliminaria paulo cômico funny',noise
'retweet zika olimpíada dois visão científico sobre risco atleta turista url url',news
'portal sulnotícia aluno içara conscientizar sobre combate dengue url',news
'qualquer mal vó medico álcool sola pé gripe enxaqueca dengue ressaca aid',noise
'saber tavo garganta meio coisada dor cabeça dor corpo saber chikungunya gripe mesmp',relevant
'retweet sc numeral º caso chikungunya contrair dentro estado numeral url timbeto',news
'retweet sc numeral º caso chikungunya contrair dentro estado numeral santo catarina numeral caso zika t url',news
'problema zika contramão atleta abdicar olimpíada rio causa surto url',news
'saber gripe virose zika chicungunha outro coisa genero',relevant
'esl one zika vírus gringo foda funny',noise
'retweet basto falsete melody repente aparecer clip belém sobre mosquito dengue fim tempo m',noise
'retweet grêmio inter tão perdendo jogo lesão muita zika',noise
'saber sim futuro médico inventar zika viru saindo aqui',noise
'vi mosquito dengue ai william cuido',relevant
'ta akele frio daporra ñ quer ligar ventilador vir demonio zika vírus zumbi ouvido feriasdjulhocommafiasdv',noise
'muito lesão poder ta acontecendo deus todo ano zika',noise
'vender alma morto zika viru parada nega tá',noise
'tamo junto dia zika foda falta pegar zika mosquito memo completar',noise
'ir cancelar causa zika viru quer apostar',noise
'ba zaga tudo departamento medico sair zika',noise
'zika lesão grêmio',noise
'rio numeral ブラジル 五輪 jornal globo sul africana primeiro homem desistir golfe rio numeral jornal url',news
'além lesão dispensa olimpíada perde atleta importante zika vírus url',news
'grêmio tá zika braba nessa lesão aí tá caxumba',noise
'vey saber c lembrar d min tar bolado criei outro twwitter c ainda trouxe mod zika viru boladocomcarlo',noise
'mosquito dengue',noise
'defesa tcc peguei zika vírus agora solenidade surgem numeral pinta catapor',relevant
'retweet cravo índia contra dengue biotwitt url',news
'jordan spieth cogo disputar olimpíada zika bubba watson numeral dentro url url',news
'retweet minino jogo olímpico nascer microcefalia causa zika procurar hospital vaga url',news
'ah cara aterrorizado zika poluição guanabaro violência urbano polícia salário corrupção absurdo golpe',news
'numeral ano solo brasileiro nunca dengue zico etc pessoal ñ vir pro jogo olímpico causa disso fuder',news
'retweet acho meio difícil ir suspeito dengue der irei',relevant
'scott hend dizer estar feliz carregar esperança país olimpíada rio url',news
'saúde notificou numeral numeral morador df suspeito dengue desde janeiro deste ano url',news
'repúdio temer cúpula irei olimpíada zika problema causa golpe',news
'gato nao viru dengue pego levo cama lindo',noise
'retweet repost quinta numeral h numeral ir ver história filho zika vírus url',news
'retweet panela sumir zika vírus sumir deus michel fazer milagre midiagopista foratemer',noise
'hero elimine todo zika elimino vírus amém',noise
'prospera cada cuidar vida sair pé cruz sair daqui zika',noise
'retweet quanto juiz catarata apitando jogo grêmio dever efeito zika vírus mal',noise
'aumentar pernambuco número caso zika vírus url url',news
'ir resenha quinta sexto nenhum dia acho dengue',relevant
'cada agente prefeitura combate dengue zico chicungunha lugar desse alagado dever existir url',relevant
'zika vírus pedisse tt',noise
'lei numeral numeral numeral medida contra dengue chikungunya zika esfera federal lei nº numeral numeral numeral junho url',news
'bom noite cabo mosquito espero cumprimentando mosquito dengue url',news
'sul africana primeiro homem desistir golfe rio numeral medo zika reuter url sport esporte',news
'segundo dado sês numeral cidade paraná numeral epidemia dengue url',news
'susupimpa zika esquecer criança bom nada aiaiaiai',noise
'lei federal autoriza ingresso forçado imóvel combater dengue zika chikungunya sancionado segundo url',news
'armadilha mosquito travar epidemia vírus zika url',news
'odeio sair zika vírus',noise
'pesquisa datafolha dar contrário olha zika',noise
'retweet dengue chikungunya zika vírus visto ploriferando rj url g numeral url',news
'tá atacar hein zika vírus',noise
'retweet quanta anda epidemia zika todo desistência olimpíada tipo tamo inverno menos mosq',news
'om recomenda numeral mês sexo seguro área afetado zika parceiro apr url',news
'ir mosquito dengue',noise
'mosquito dengue seguir quero',noise
'mosquito dengue agora bom sempre',noise
'rlx gente mor união achamo mor zika primeiro hora jogo cada torce praquele ir favorecer normal',noise
'retweet vacina dengue protege numeral voluntário teste eua url',news
'zika vírus ladroagem d pt mentira “golpe” sto provocando especialista denominar d “desinvestimto”no país situação grave',news
'eai marco falar zika viru funny padrasto bom',noise
'retweet caso suspeito dengue zika febre chikungunya procure imediatamente médico url',news
'retweet operacaobetalab feto infectado zika chikungunya paraíba poder primeiro caso c url',news
'retweet bom notícia vacina contra zika sucesso teste camundongo url url',news
'retweet finep divulga resultado preliminar edital contra zika url',news
'retweet om dizer desistência atleta olímpico causa zika fazer sentido url url',news
'retweet projeto pesquisa microsoft poder ajudar monitorar expansão zika url url',news
'retweet ai ta zika viru ir aula so ver senhor acha ir ficar estudando quimico',relevant
'saber efeito positivo afastar mosquito dengue zika',noise
'retweet stephen colbert comenta rio numeral olimpíada poluição zika corrupção crime obra inacabado url',news
'chavaleco dengue malária doença áfrica',noise
'retweet vacina contra zika testado sucesso camundongo url url',news
'veja numeral º vídeo série “crianças contra zika” ação objetivo informar sobre aedesaegypti url',news
'retweet sabia mosquito dengue nao reproduz som coldplay inclusive nenhum vivo',noise
'retweet pesquisa constata produzir vacina contra vírus zika viável url url',news
'caso autóctone chikungunya jec demite hemerson maria três notícia saber hoje url',news
'retweet temer contraria técnico permite avião jogar inseticido contra aede url url',news
'retweet laboratório vacina detém zika animal dois tipo imunizante proteger roedor indicar teste url',news
'retweet pesquisador anunciar sucesso teste vacina contra vírus zika url',news
'laboratório vacina detém zika animal url',news
'retweet milhar pessoa ainda sofrem consequência zika febre chikungunya url url',news
'retweet florido confirma primer caso microcefalia zika url url',news
'preocupação zika fazer crescer busca pílula abortivo aponta pesquisa url',news
'retweet cinco aposta ciência combater zika microcefalia g numeral url',news
'gente desistindo participar olimpíada causa zika bom todo atleta desistindo lindo',news
'cientista brasil eua conseguir avanço vacina contra zika url',news
'saúde parar registro numeral mil caso dengue janeiro junho url tánoleiajá url',news
'professor zika funny causa',noise
'retweet butantan fecha parceria eua desenvolver vacina zika url g numeral url',news
'zika vacina contra vírus viável url',news
'retweet sucesso teste rato renovar esperança obter vacina contra zika url url',news
'aperto coração vejo reportagem pai abandonar filho causa zika viru triste :pensive: :broken_heart:',news
'jason day golfista desistir olimpíada medo zika url',news
'cada zika aparecer tmnc contratar outro numeral mlq dar p ver cedo causa prova af',noise
'sumir notícia sobre zika dengue chicungunha olimpíada chegando causa disto',noise
'lei permite uso avião combater mosquito dengue url',news
'df manda paciente embora fazer teste dengue',news
'retweet vacina testado camundongo contra vírus zika url',news
'gravidez prolonga ação vírus zika dizer estudo primata g numeral url',news
'dose vacina zika protegeu rato infecção vacina zikaviru url',news
'retweet principal golfista atualidade desiste jogo olímpico rio medo zika vírus url',news
'jornal saúde dia saúde policial balear prof dizer relação sexual aumento zika url',news
'gaviito numeral má atleta le sacan pie rio zika zika el viru freno atleta el numeral url gaviito numeral',news
'vacina contra vírus zika testado sucesso camundongo agência fapesp url',news
'certeza aguentar doir dia dengue zika vírus',noise
'retweet umanoresumidoem saber ano passar rápido medicamento contra indicado caso suspei',noise
'retweet risco pegar zika rio durante olimpíada inferior levar tiro vídeo claro url',news
'retweet confiro numeral pessoa pegar zika olímpiado url',news
'vacina dno contra zika consegue bom resultado camundongo url',news
'zika vírus ladroagem pt mentira “golpe” provocando especialista denominar “desinvestimento” país',news
'retweet what ta parado água mosquito dengue',noise
'retweet participando luta contra zika defendendo direito sexual reprodutivo homem url',news
'retweet aid cancro duro varíola novo vacina contra zika permite escolha efeito colateral url',news
'retweet atleta vir olimpíada brasil causa zika vírus arrumem desculpa bom ok',noise
'retweet sexta feira migo tag pedir ian somerhalder numeral zika virus:new_moon_with_face: info url',noise
'repórter record investigação desta quinta feira ir falar sobre dano provocado zika vírus região nordeste país',news
'retweet olimpíada numeral cancelar dever zika veja direito url url',news
'parceria eua butantan poder testar vacina contra zika numeral url',news
'santo catarina numeral caso zika transmitido dentro sc estado numeral numeral paciente dengue url',news
'diálogo matinal atendente numeral fulano ver inglaterra sair ue agora atendente numeral fulano mora pr preocupa c zika vírus',noise
'retweet caso zika caem golfista desiste jogo olímpico url url',news
'dois vacina contra zika eficaz animal gerar otimismo url',news
'taynaro passar zika viru',relevant
'retweet serena derrete olimpíada espanta zika estarei superprotegido url url',news
'ir existir premiação especial atleta contraírem dengue zika infecção generalizado tomarem url',news
'vacina contra zika numeral eficiência camundongo url',news
'município primeiro caso chikungunya contrair dentro estado numeral url',news
'numeral numeral numeral saúde impedimento combate aede agora gera multa r numeral numeral mil dengue notícia url',news
'agente contra dengue chikungunya zika santo elisa grande cervezo nebulização pq universitário url',news
'pergunta dia raio tira foto mosquito dengue enquanto tá picando pessoa quanto pessoa ganha pegar dengue',noise
'retweet sigodevolta sc numeral º caso chikungunya contrair dentro estado numeral santo catarina numeral ca url',news
'lei nº numeral numeral numeral url apresentar conjunto medida combate doença causado mosquito dengue',news
'força contra dengue entrada forçada vistoria contra dengue casa vira lei url',news
'retweet gente acha zika balada porque bebe fuma cigarro ô brasil',noise
'caso confirmado zika pe quintuplicar semana url',news
'vacina contra vírus zika testado sucesso camundongo url twitciencia redemil',news
'grupo trabalho fisioterapia terapia ocupacional síndrome congênita zika vírus crefito numeral url',news
'retweet golfista australiano jason day desiste disputar olimpíada rio janeiro alegando medo contrair zik',news
'pesquisador araraquara encontra possível vacina contra infecção zika araraquara url',news
'instituto butantan desenvolvimento vacina zika povo notícia numeral numeral numeral numeral ª edição url',news
'adicionei vídeo playlist url butantan desenvolvimento vacina zika povo',noise
'irmão tá suspeito dengue pai tio tão suspeito chico cunha d',relevant
'math professor develop scientific model report way zika viru url zika zikaviru url',news
'sc numeral º caso chikungunya contrair dentro estado numeral saiba url foto url',news
'ultimo dia tavo bem podre ne ontem tavo super mal sentindo mt dor sintoma dengue entao pro hospital',relevant
'retweet vacina contra vírus zika mostrar bom resultado teste camundongo leu url url',news
'interessante campanha atlético mineiro alertar sobre zika vírus perigo doença show bola url',news
'retweet cientista desenvolver vacina contra zika eficaz animal url url',news
'fiocruz mina cria banco dado colaborativo reúne informação gene associado zikaviru url',news
'retweet nao ida golfista top pga olimpiado nao nada viru zika dinheiro zika desculpa rioolympi',news
'feto infectado zika chikungunya paraíba tempo url',news
'lei permite entrada força imóvel contra aede sancionado c vetos istoé independente url zico aede dengue',news
'líder ranking mundial golfe desiste olimpíada medo vírus zika olimpiado rio url',news
'retweet medo zika fazer líder ranking mundial golfe desistir olimpíada url',news
'saúde vacina experimental protege contra zika poder aumentar gravidade dengue url url',news
'https t co lzpka numeral krfy feto infectado zika chikungunya paraíba tempo combate mosquito aede aegypti url',news
'promoção noticia dengue preocupa gravidez url',news
'confiro notícia trombudo central mês julho destinar combate dengue url',news
'novo número boletim aponta recorde notificação dengue url',news
'bom notícia combate zika vírus url',news
'what bloquear defesa civil suspeito dengue',noise
'vacina protege contra zika poder aumentar gravidade dengue url saúde',news
'retweet publicar hoje lei numeral numeral numeral trata combate mosquito dengue veja url url',news
'crime entrar força domicílio combater dengue confiro face insta profhenriqueh url',news
'retweet lingerie contra aede vira aposta grávida evitar zika microcefalia tecido microfi url',news
'uso avião agrícola combate dengue encontra resistência ministério saúde url',news
'retweet número numeral mundo golfe desiste disputar jogo olímpico medo zika vírus painelalvorado giroesportivo',news
'obrigado seguir c mp combate dengue porém vetar isenção imposto p repelente aloka dilmasurreal',news
'zika vírus jogo olímpico rio waldir araújo cardoso presidente federação médico brasileiro url',news
'retweet blog cadê cura explico vacina dengue poder dar errar zika url',news
'retweet zika vírus menos grande problema pipoco',noise
'instituto butantan começa testar vacina contra dengue todo país clique imagem saiba url',news
'ministério público federal gaúcho critico lei autoriza uso avião aplicação inseticido contra mosquito dengue conectar',news
'retweet om dizer desistência atleta olímpico causa zika fazer sentido url url',news
'cientista conseguir avanço vacina contra zika disseminação caso zika motivar pesquisador url',news
'numeral mincontraadengue copasacontraadengue tal tirar tempo eliminar foco mosquito dengue url',news
'excelente notícia url',news
'retweet novo vacina aumentar otimismo combate zika url url',news
'retweet medo zika golfista número mundo desiste olimpíada rio url rio numeral cidadeolimpico',news
'cientista conseguir vacina experimental proteja rato contra zika sapo lifestyle url',news
'enfim notícia bom url',news
'gostar vídeo url zika olimpíada tradução simultâneo dilma',noise
'casosvulnerable curtindomafiasdv rtqesigomafiasdv tô igual dengue cheio caso aí lookoftheday',noise
'confirmado numeral novo caso zika pernambuco url url',news
'puta dor corpo mamãe ta achando dengue',relevant
'instituto brasileiro inicia teste clínico vacina contra dengue url saúde dengue vacina url',news
'ainda hoje “a hora agora” morte dengue confirmar paraná desta vez cidade url',news
'retweet bom dia p tbm zika viru',noise
'rato pqp ir fazer teste pai url',news
'jogo zika zero encerra giro nordeste sol quente skatista url combateaede',news
'vacina dno contra zika consegue bom resultado camundongo novo vacina dno conseguir eficácia url',news
'novo vacina aumentar otimismo combate zika dois vacina mostrar eficaz contra vírus zika url',news
'enquanto amamento bebê lembrei pai microcefalia vontade chorar dar errar url',news
'retweet pesquisador descobrem anticorpo capaz neutralizar zika vírus url',news
'retweet pe confirmado numeral caso microcefalia relacionado zika https t co pcmujrqtax url',news
'https t co athc numeral uk numeral pi teste macaco revela zika permanecer tempo corpo grávida url',news
'retweet fmt butantan anunciar teste vacina contra dengue url',news
'ciência saúde vacina contra zika testado sucesso camundongo url url',news
'retweet numeral bigbang inventar máscara proteção contra zika vírus h numeral n numeral sempre pensando próximo numeral url',news
'revirei casa tomei anti alérgico aviso caso disso zika ir chamar polícia vizinho porque culpa',relevant
'vacina contra zika testado sucesso camundongo paulo numeral grupo cienti url sdv timbeto',news
'retweet operacaobetalab feto infectado zika chikungunya paraíba poder primeiro caso c url',news
'retweet aqui zika vírus calor país ta crise vc ir querer ver cá',noise
'retweet rri mostra drama pai pobre criar bebês vítima zika vírus br url r numeral',news
'retweet teste macaco sugerir zika ficar tempo corpo grávida → url url',news
'noil ta crise aq negocio tá feio vir cá ti pego zika aí ver né',noise
'novo artigo acesse vacina dno contra zika consegue bom resultado camundongo url url',news
'delícia acordar meio noite causa zika vírus',relevant
'retweet aede aegypti dizer mick jagger fazer concorrência desleal transmissão zika url',news
'ah brasileiro olimpíada zika il the new onde bola futebol',noise
'funny bebe saporra mane url',news
'aqui gripe dengue ver pro brasil pegar doença url',news
'vida amoroso parada água mosquito dengue',noise
'realmente amasse faria sentir mosquito dengue perna tetraplégico',noise
'lk sair mosquito dengue',noise
'zika florido regista primeiro caso microcefalia recém nascido url',news
'apelido zika viru',noise
'sensação bom mundo matar muriçoca pernilongo dengue sla hora tá picando',relevant
'muriçoca viuu funny né zika nn',noise
'retweet federer dizer teme zika rio numeral ir passar repelente url url',news
'retweet federer teme zika rio ir passar repelente tomar precaução url url',news
'retweet índice zika vírus diminuir dp apareceu k porra morri url',news
'sc numeral º caso chikungunya contrair dentro estado numeral santo catarina numeral caso zika transmitido dentro sc',news
'retweet golfista número mundo desiste rio numeral medo zika vírus url',news
'bebe agua corrente evitar mosquito dengue url',news
'deus muito agonia ver mosquito qualquer tipo inseto junto url',news
'retweet busca pilula abortivo dobrar brasil após surto zika url url',news
'numeral saúde colapso numeral aumento violência nível assustador numeral epidemia zika dengue chikungunya',news
'parei beber água posso beber água sabor água causa dengue poder',noise
'oms saúde vacina contra vírus zika perto sucesso experiência rato experiência dois url',news
'pensando fã novo harry potter fã mistura gremilli mosquito dengue url',news
